timestamp,fridge_opens,motion_night,stove_uses,hour,is_night,anomaly,is_anomaly
2025-05-04 06:00:00,1,1,1,6,0,1,False
2025-05-04 07:00:00,2,0,0,7,0,1,False
2025-05-04 08:00:00,1,1,1,8,0,1,False
2025-05-04 09:00:00,4,0,1,9,0,1,False
2025-05-04 10:00:00,5,0,0,10,0,1,False
2025-05-04 11:00:00,2,0,1,11,0,1,False
2025-05-04 12:00:00,1,1,0,12,0,1,False
2025-05-04 13:00:00,3,0,1,13,0,1,False
2025-05-04 14:00:00,2,0,0,14,0,1,False
2025-05-04 15:00:00,5,0,1,15,0,1,False
2025-05-04 16:00:00,5,0,1,16,0,1,False
2025-05-04 17:00:00,5,0,1,17,0,1,False
2025-05-04 18:00:00,1,0,0,18,0,1,False
2025-05-04 19:00:00,0,0,1,19,0,1,False
2025-05-04 20:00:00,1,0,1,20,0,1,False
2025-05-04 21:00:00,2,0,1,21,0,1,False
2025-05-04 22:00:00,1,0,2,22,0,1,False
2025-05-04 23:00:00,0,0,0,23,1,1,False
2025-05-05 00:00:00,2,0,1,0,1,1,False
2025-05-05 01:00:00,2,1,1,1,1,1,False
2025-05-05 02:00:00,1,0,0,2,1,1,False
2025-05-05 03:00:00,0,0,0,3,1,1,False
2025-05-05 04:00:00,3,0,1,4,1,1,False
2025-05-05 05:00:00,3,0,0,5,1,1,False
2025-05-05 06:00:00,1,0,1,6,0,1,False
2025-05-05 07:00:00,0,0,1,7,0,1,False
2025-05-05 08:00:00,0,0,1,8,0,1,False
2025-05-05 09:00:00,4,0,0,9,0,1,False
2025-05-05 10:00:00,1,0,0,10,0,1,False
2025-05-05 11:00:00,3,0,2,11,0,1,False
2025-05-05 12:00:00,4,0,0,12,0,1,False
2025-05-05 13:00:00,1,0,1,13,0,1,False
2025-05-05 14:00:00,1,0,0,14,0,1,False
2025-05-05 15:00:00,0,0,0,15,0,1,False
2025-05-05 16:00:00,0,0,2,16,0,1,False
2025-05-05 17:00:00,0,0,0,17,0,1,False
2025-05-05 18:00:00,3,0,0,18,0,1,False
2025-05-05 19:00:00,2,0,1,19,0,1,False
2025-05-05 20:00:00,2,0,0,20,0,1,False
2025-05-05 21:00:00,1,1,1,21,0,1,False
2025-05-05 22:00:00,2,1,1,22,0,1,False
2025-05-05 23:00:00,2,0,0,23,1,1,False
2025-05-06 00:00:00,0,0,0,0,1,1,False
2025-05-06 01:00:00,1,1,3,1,1,1,False
2025-05-06 02:00:00,3,0,1,2,1,1,False
2025-05-06 03:00:00,13,1,7,3,1,-1,True
2025-05-06 04:00:00,3,0,1,4,1,1,False
2025-05-06 05:00:00,0,0,0,5,1,1,False
2025-05-06 06:00:00,0,0,0,6,0,1,False
2025-05-06 07:00:00,0,0,0,7,0,1,False
2025-05-06 08:00:00,1,0,0,8,0,1,False
2025-05-06 09:00:00,2,0,1,9,0,1,False
2025-05-06 10:00:00,2,0,2,10,0,1,False
2025-05-06 11:00:00,5,0,0,11,0,1,False
2025-05-06 12:00:00,1,0,1,12,0,1,False
2025-05-06 13:00:00,3,0,0,13,0,1,False
2025-05-06 14:00:00,4,1,1,14,0,1,False
2025-05-06 15:00:00,2,0,1,15,0,1,False
2025-05-06 16:00:00,3,0,0,16,0,1,False
2025-05-06 17:00:00,2,0,2,17,0,1,False
2025-05-06 18:00:00,1,0,3,18,0,1,False
2025-05-06 19:00:00,4,0,1,19,0,1,False
2025-05-06 20:00:00,1,0,0,20,0,1,False
2025-05-06 21:00:00,3,0,1,21,0,1,False
2025-05-06 22:00:00,1,0,0,22,0,1,False
2025-05-06 23:00:00,1,0,0,23,1,1,False
2025-05-07 00:00:00,3,0,3,0,1,1,False
2025-05-07 01:00:00,0,0,0,1,1,1,False
2025-05-07 02:00:00,1,0,0,2,1,1,False
2025-05-07 03:00:00,1,0,1,3,1,1,False
2025-05-07 04:00:00,0,1,1,4,1,1,False
2025-05-07 05:00:00,1,0,1,5,1,1,False
2025-05-07 06:00:00,2,0,1,6,0,1,False
2025-05-07 07:00:00,0,0,0,7,0,1,False
2025-05-07 08:00:00,3,0,0,8,0,1,False
2025-05-07 09:00:00,4,0,3,9,0,1,False
2025-05-07 10:00:00,4,0,1,10,0,1,False
2025-05-07 11:00:00,9,1,8,11,0,-1,True
2025-05-07 12:00:00,1,0,1,12,0,1,False
2025-05-07 13:00:00,0,0,0,13,0,1,False
2025-05-07 14:00:00,9,1,6,14,0,1,False
2025-05-07 15:00:00,4,0,1,15,0,1,False
2025-05-07 16:00:00,2,0,1,16,0,1,False
2025-05-07 17:00:00,1,0,0,17,0,1,False
2025-05-07 18:00:00,1,0,1,18,0,1,False
2025-05-07 19:00:00,3,0,1,19,0,1,False
2025-05-07 20:00:00,4,1,3,20,0,1,False
2025-05-07 21:00:00,4,0,0,21,0,1,False
2025-05-07 22:00:00,3,0,0,22,0,1,False
2025-05-07 23:00:00,2,0,1,23,1,1,False
2025-05-08 00:00:00,2,0,1,0,1,1,False
